	TSNE_1	TSNE_2
973	-9.951269	1.7980602
974	6.106121	-5.8389373
975	5.2245317	-5.071721
976	7.594802	-0.31262985
977	-6.546518	-9.200771
978	-8.802194	-7.404443
979	-3.90293	-3.4360433
980	-3.143501	-2.127462
981	1.1757158	0.33769485
982	-5.8297524	-0.34727955
983	-8.163043	-2.1575656
984	-7.149561	-3.86256
985	-9.161328	-5.696442
986	2.1625943	-3.441706
987	-7.3189845	-3.1841383
988	-6.3237166	-4.1392093
989	8.10323	5.92261
990	-1.865617	4.762831
991	-2.2671132	4.667669
992	-7.6896544	7.244514
993	-8.385878	6.98054
994	-7.8087707	-7.254889
995	-1.2055684	-6.090531
996	2.0253594	2.6164184
997	1.7234979	-2.0465882
998	3.1461782	-0.21888606
999	1.5345742	11.292739
1000	-3.699387	-5.497779
1001	-3.0049005	-10.933474
1002	-2.6728873	-10.281172
1003	-3.5043528	2.7133784
1004	-3.2715237	3.8726008
1005	-3.4402199	3.2961457
1006	-3.0443537	-4.1402717
1007	-2.698153	3.1974864
1008	-1.5854625	3.3325586
1009	6.023454	11.095165
1010	-3.0148416	-5.647343
1011	-4.553626	-5.9196253
1012	0.1426076	-0.43211648
1013	-0.082147986	-0.970314
1014	-6.9623876	-4.4259796
1015	-8.098501	-0.22215672
1016	-3.783904	0.851527
1017	-4.245689	7.3181577
1018	-8.325775	6.509324
